temperature_2m_C,humidity_2m_%,sea_level_pressure_hPa,precipitation_mm,snowfall_mm,cloud_cover_%,high_cloud_cover_%,mid_cloud_cover_%,low_cloud_cover_%,shortwave_radiation_Wm2,wind_speed_10m_ms,wind_direction_10m_deg,wind_speed_80m_ms,wind_direction_80m_deg,wind_speed_900mb_ms,wind_direction_900mb_deg,wind_gust_10m_ms,angle_of_incidence_deg,zenith_deg,azimuth_deg,power_generated_kW
24.1,13,1014.2,0.0,0.0,100.0,100,100,0,332.86,21.58,297.85,23.83,296.95,21.26,298.3,19.8,75.21,74.96,263.96,0.0
13.54,77,1015.6,0.0,0.0,100.0,100,100,0,0.0,1.94,111.8,5.86,10.62,1.14,108.43,5.04,101.5,95.0,78.71,64.23
13.0,84,1015.4,0.0,0.0,19.0,43,19,0,0.0,3.08,159.44,3.6,53.13,2.74,156.8,3.6,86.63,83.78,88.55,512.45
14.62,79,1015.7,0.0,0.0,7.8,26,0,0,93.45,2.9,172.87,2.74,113.2,2.28,161.57,2.88,71.83,72.58,98.56,957.59
17.45,70,1015.3,0.0,0.0,8.1,27,0,0,278.57,2.1,149.04,2.1,149.04,2.04,135.0,5.04,57.03,61.6,109.59,1832.81
20.02,56,1014.7,0.0,0.0,8.4,28,0,0,448.56,2.28,198.43,2.62,195.95,2.55,188.13,6.12,42.33,51.43,122.8,2256.61
21.77,48,1013.7,0.0,0.0,10.0,27,0,10,582.06,5.15,245.22,5.99,237.26,5.5,238.39,11.88,27.93,42.91,139.65,2544.22
23.02,45,1013.2,0.0,0.0,10.0,20,0,10,667.5,6.62,247.62,8.05,243.43,7.73,242.24,10.8,14.92,37.31,161.25,2510.24
22.27,40,1013.8,0.0,0.0,0.0,0,0,0,779.64,6.19,324.46,5.86,317.49,5.62,320.19,12.24,10.77,36.08,186.2,2537.56
23.83,32,1013.2,0.0,0.0,0.0,0,0,0,792.1,8.5,323.62,8.16,318.58,7.7,322.59,15.48,20.93,39.63,209.92,2323.12
24.67,29,1012.6,0.0,0.0,0.0,0,0,0,752.94,10.99,328.39,10.19,327.99,10.0,329.74,16.2,34.91,46.87,229.11,1878.73
24.72,28,1012.1,0.0,0.0,0.0,0,0,0,663.94,13.4,329.3,13.22,330.64,12.88,333.43,16.56,49.5,56.35,243.95,1259.47
24.17,29,1012.1,0.0,0.0,0.0,0,0,0,533.11,15.38,327.43,15.58,326.31,14.88,327.85,19.08,64.26,67.01,255.9,475.07
23.11,29,1012.2,0.0,0.0,0.0,0,0,0,369.35,15.78,325.22,16.42,322.13,15.12,321.77,14.76,76.0,75.84,264.22,0.64
12.4,52,1014.0,0.0,0.0,0.0,0,0,0,0.0,9.01,182.29,10.39,194.04,10.44,180.0,7.92,101.4,95.19,79.05,11.57
12.41,54,1013.8,0.0,0.0,0.0,0,0,0,0.0,10.82,183.81,15.52,183.99,13.0,184.76,12.24,86.51,83.95,88.9,477.54
14.08,52,1013.7,0.0,0.0,0.0,0,0,0,82.77,11.18,183.69,19.35,189.64,11.17,181.85,14.76,71.71,72.76,98.92,1271.4
18.13,43,1012.8,0.0,0.0,0.9,3,0,0,269.67,13.4,186.17,14.87,186.95,13.36,184.64,13.32,56.89,61.8,109.97,1919.09
20.87,34,1013.1,0.0,0.0,4.8,16,0,0,453.01,13.9,196.56,14.24,196.14,13.45,195.52,11.16,42.16,51.67,123.19,2279.86
22.54,30,1012.1,0.0,0.0,4.8,16,0,0,594.52,11.73,197.88,12.07,197.35,11.62,196.19,15.48,27.73,43.19,140.03,2612.33
23.56,28,1011.0,0.0,0.0,5.4,18,0,0,702.21,14.76,192.68,15.63,194.68,14.76,192.68,17.64,14.61,37.66,161.54,2680.62
25.31,21,1012.0,0.0,0.0,0.0,0,0,0,784.09,12.64,199.98,13.1,200.92,12.18,198.97,17.64,10.46,36.46,186.29,2564.17
26.16,20,1011.3,0.0,0.0,0.0,0,0,0,796.55,11.11,204.9,11.11,204.9,10.64,203.96,18.0,20.83,40.01,209.82,2355.45
26.73,20,1010.8,0.0,0.0,0.0,0,0,0,755.61,12.41,209.54,12.9,210.14,12.24,208.07,17.64,34.89,47.23,228.91,1943.19
26.77,21,1010.2,0.0,0.0,0.0,0,0,0,664.83,13.28,212.83,13.78,213.27,13.09,211.5,20.52,49.52,56.69,243.71,1247.48
26.42,21,1010.0,0.0,0.0,2.7,9,0,0,533.11,15.28,226.91,16.8,225.0,16.04,224.09,29.16,64.3,67.33,255.66,442.39
24.97,21,1010.2,0.0,0.0,0.6,2,0,0,374.69,18.84,225.0,21.89,225.0,20.37,223.57,16.56,74.69,75.12,263.07,0.22
14.26,58,1012.6,0.0,0.0,100.0,100,100,15,0.0,7.28,8.53,11.61,7.13,9.83,8.43,5.4,100.53,94.81,79.9,46.45
13.39,65,1012.7,0.0,0.0,100.0,68,100,0,0.0,7.21,357.14,11.61,352.87,9.0,360.0,12.24,86.39,84.13,89.25,221.16
14.49,62,1013.1,0.0,0.0,100.0,1,100,0,73.87,8.71,352.87,9.39,355.6,8.65,357.61,11.88,71.58,72.95,99.28,368.79
16.35,54,1013.4,0.0,0.0,100.0,0,100,0,259.88,7.64,8.13,7.64,8.13,7.28,8.53,10.44,56.75,62.01,110.35,641.99
17.65,49,1013.3,0.0,0.0,100.0,0,100,0,320.4,4.68,22.62,4.2,30.96,4.2,30.96,7.56,42.0,51.91,123.59,1966.18
18.72,45,1012.4,0.0,0.0,100.0,0,100,3,317.73,4.02,10.3,3.42,18.43,3.32,12.53,6.12,27.52,43.48,140.41,1584.0
20.8,40,1012.2,0.0,0.0,100.0,0,100,5,418.3,5.76,360.0,5.4,360.0,5.4,360.0,5.76,14.3,38.0,161.82,2806.14
23.84,25,1011.2,0.0,0.0,2.0,0,2,0,772.52,19.88,215.42,21.57,213.42,20.27,213.41,33.48,10.16,36.85,186.39,2658.31
24.56,23,1010.8,0.0,0.0,2.0,0,0,2,783.2,18.16,219.37,19.68,219.81,18.5,217.09,29.88,20.75,40.39,209.72,2382.78
25.04,21,1010.2,0.0,0.0,0.0,0,0,0,665.72,16.06,227.73,17.32,226.68,16.29,225.0,29.52,34.89,47.59,228.71,1940.55
24.88,21,1009.7,0.0,0.0,0.0,0,0,0,656.82,18.84,223.45,21.48,219.56,20.24,218.5,31.32,49.54,57.02,243.48,1102.72
24.69,20,1009.5,0.0,0.0,0.0,0,0,0,532.22,18.17,236.31,19.3,233.34,18.22,232.22,28.44,64.34,67.65,255.42,429.71
23.83,24,1009.4,0.0,0.0,5.7,19,0,0,368.46,17.81,255.96,17.38,256.83,15.98,255.65,25.56,75.23,75.81,263.16,0.95
12.06,80,1011.2,0.0,0.0,100.0,100,100,0,0.0,6.85,356.99,8.4,350.13,7.56,360.0,14.04,99.91,94.62,80.58,45.05
11.86,82,1010.8,0.0,0.0,100.0,100,100,10,0.0,4.33,41.63,3.89,33.69,4.33,41.63,2.52,86.26,84.3,89.6,457.55
12.39,80,1011.4,0.0,0.0,100.0,100,100,95,31.15,9.29,324.46,10.51,321.95,10.01,322.31,7.56,71.45,73.13,99.64,362.1
13.76,70,1011.6,0.0,0.0,74.0,8,74,6,227.84,11.75,310.03,11.53,308.66,10.97,311.01,15.48,56.61,62.21,110.73,1018.69
15.33,56,1012.1,0.0,0.0,11.0,0,11,0,446.78,14.34,298.5,13.85,294.57,12.4,295.82,16.2,41.84,52.15,123.98,1335.85
17.15,36,1011.2,0.0,0.0,0.0,0,0,0,593.63,16.26,297.7,15.29,296.57,13.85,297.9,23.76,27.32,43.78,140.78,1473.39
13.47,53,1015.9,0.0,0.0,76.0,59,76,0,587.4,13.49,313.92,13.51,311.76,12.74,312.71,22.32,27.12,44.07,141.16,657.13
15.85,42,1014.8,0.0,0.0,100.0,43,100,0,677.29,11.81,307.57,11.59,306.16,10.8,306.87,20.16,13.7,38.7,162.38,2766.84
18.52,37,1014.1,0.0,0.0,11.7,39,4,0,766.29,11.92,295.02,10.97,293.2,10.16,292.93,23.04,9.57,37.62,186.57,2708.86
19.99,32,1013.5,0.0,0.0,30.0,100,0,0,774.3,11.59,295.77,11.3,292.48,10.16,292.93,23.4,20.6,41.17,209.54,2423.51
20.91,28,1012.9,0.0,0.0,30.0,100,0,0,727.13,12.57,293.63,12.18,288.97,11.17,290.77,25.92,34.88,48.32,228.32,1979.82
21.4,24,1011.7,0.0,0.0,8.4,28,0,0,649.7,14.37,292.07,14.0,287.97,12.98,289.44,26.64,49.59,57.71,243.02,1295.01
21.14,25,1011.7,0.0,0.0,4.2,14,0,0,528.66,14.99,294.1,14.37,292.07,13.38,293.81,26.28,64.43,68.3,254.94,424.87
9.66,68,1011.4,0.0,0.0,100.0,100,100,14,0.0,4.8,12.99,5.96,25.02,5.01,21.04,4.68,100.97,95.98,80.44,32.78
9.39,72,1010.6,0.0,0.0,100.0,100,100,80,0.0,5.69,18.43,6.49,19.44,5.8,29.74,9.0,86.02,84.65,90.3,286.39
9.6,73,1011.1,0.1,0.0,100.0,46,100,100,22.25,6.38,16.39,6.76,25.2,6.44,26.57,9.72,71.2,73.51,100.36,433.45
10.23,73,1011.3,0.1,0.0,100.0,100,100,0,104.13,5.59,75.07,5.51,78.69,5.51,78.69,11.88,56.33,62.63,111.48,214.99
11.79,65,1010.8,0.0,0.0,100.0,100,100,100,201.14,9.0,163.74,9.61,167.01,8.91,165.96,18.0,41.53,52.64,124.76,1067.09
15.56,48,1009.1,0.0,0.0,100.0,82,100,9,333.75,16.34,187.59,17.87,189.27,16.7,187.43,28.8,26.93,44.37,141.53,650.42
18.12,34,1007.6,0.0,0.0,100.0,100,100,19,555.36,18.78,184.4,20.24,185.1,19.11,183.24,32.76,13.4,39.06,162.66,376.3
17.62,40,1007.4,0.0,0.0,100.0,100,100,0,376.47,24.7,198.7,26.81,202.09,23.47,200.66,33.12,9.29,38.01,186.66,465.77
17.92,41,1007.5,0.0,0.0,30.0,100,0,0,371.13,27.23,204.19,31.07,206.86,27.38,204.88,27.72,20.53,41.55,209.45,487.94
18.65,40,1007.1,0.0,0.0,100.0,100,100,0,485.05,30.19,210.85,34.88,211.07,30.63,209.58,43.56,34.88,48.69,228.13,392.31
19.51,44,1006.2,0.0,0.0,100.0,32,100,0,502.85,28.8,216.87,31.83,217.65,28.46,214.7,43.56,49.62,58.05,242.79,206.12
19.79,46,1005.5,0.0,0.0,100.0,34,100,1,430.76,27.29,216.42,29.17,215.46,25.87,211.92,44.64,64.47,68.62,254.71,96.62
13.24,84,1001.0,0.2,0.0,6.0,0,0,6,0.0,32.9,203.2,44.76,206.77,34.18,203.59,55.44,100.36,95.79,81.12,32.83
13.92,81,1000.3,0.2,0.0,100.0,0,0,100,0.0,33.17,205.73,43.99,208.87,34.45,206.03,56.52,85.89,84.83,90.65,380.41
15.13,76,1000.7,0.0,0.0,10.0,0,0,10,61.41,33.53,209.59,43.54,212.51,34.52,210.04,59.04,71.07,73.7,100.72,1331.75
16.64,70,1000.5,0.0,0.0,21.0,0,0,21,139.73,33.34,217.98,42.13,220.5,34.13,217.72,58.32,56.19,62.84,111.86,1786.61
17.59,67,1001.2,0.1,0.0,32.0,0,0,32,179.78,32.59,224.1,39.46,225.37,32.62,222.32,58.68,41.37,52.88,125.15,2579.84
18.92,56,1000.7,0.1,0.0,11.0,0,0,11,234.07,34.85,236.8,41.75,237.68,34.36,234.81,58.68,26.74,44.66,141.9,1720.08
19.63,47,1000.8,0.0,0.0,10.0,0,0,10,429.87,41.56,250.78,52.26,250.69,42.94,249.89,62.28,13.11,39.41,162.93,2226.87
18.88,54,1001.1,0.0,0.0,32.0,0,0,32,314.17,35.25,235.82,41.14,237.14,34.57,234.32,57.24,9.01,38.4,186.75,2320.04
19.97,43,1001.3,0.0,0.0,10.0,0,0,10,637.24,39.99,249.44,48.54,249.15,41.05,248.39,60.84,20.48,41.94,209.36,2445.88
19.32,41,1002.1,0.0,0.0,0.0,0,0,0,709.33,41.56,250.78,50.32,250.79,42.14,250.02,60.48,34.89,49.06,227.94,835.9
19.2,41,1001.7,0.0,0.0,10.0,0,0,10,634.57,37.21,245.42,44.3,245.52,37.36,244.92,62.28,49.66,58.39,242.56,333.34
17.68,52,1002.6,0.0,0.0,100.0,0,0,100,476.15,32.84,224.56,37.69,223.45,33.16,221.48,56.88,64.52,68.95,254.47,321.61
15.55,64,1003.3,0.0,0.0,10.0,0,0,10,246.53,30.34,221.63,37.18,223.43,31.09,222.18,55.08,74.57,76.43,261.62,1.35
3.88,91,1013.3,0.0,0.0,0.0,0,0,0,0.0,9.42,276.58,21.22,284.74,11.25,277.35,15.12,100.63,96.28,81.22,26.82
3.66,92,1013.8,0.0,0.0,0.0,0,0,0,0.0,10.54,277.85,22.96,283.6,12.73,278.13,15.12,85.77,85.0,91.0,306.51
6.89,81,1014.2,0.0,0.0,49.0,0,0,49,68.53,16.6,294.34,23.4,292.62,18.06,293.5,21.24,70.95,73.89,101.08,551.08
8.51,73,1014.4,0.0,0.0,7.0,0,0,7,256.32,18.89,300.96,21.3,300.47,18.4,300.58,23.4,56.06,63.05,112.23,552.74
11.09,58,1014.2,0.0,0.0,0.0,0,0,0,435.21,17.58,312.51,18.6,312.65,16.55,314.12,19.8,41.22,53.13,125.53,750.27
12.84,49,1013.8,0.0,0.0,0.0,0,0,0,584.73,18.36,318.18,19.62,317.23,17.85,318.27,18.0,26.55,44.96,142.26,919.18
13.75,50,1013.9,0.0,0.0,31.0,0,0,31,695.09,17.82,315.0,18.09,312.58,16.81,313.26,20.52,12.82,39.76,163.19,1077.94
14.73,45,1014.7,0.0,0.0,43.0,0,0,43,758.28,16.55,315.88,16.55,314.12,15.27,315.0,19.8,8.73,38.79,186.83,1259.64
15.33,44,1014.9,0.0,0.0,100.0,0,0,100,714.67,16.3,316.79,16.04,314.09,14.76,315.0,24.48,20.43,42.33,209.27,1372.34
15.59,43,1014.9,0.0,0.0,97.0,0,0,97,660.38,16.04,314.09,15.79,313.15,14.77,313.03,20.52,34.9,49.42,227.75,858.1
15.82,42,1014.5,0.0,0.0,100.0,0,0,100,612.32,16.83,318.47,17.06,315.86,16.04,315.91,19.8,49.69,58.74,242.33,597.69
15.47,43,1014.8,0.0,0.0,100.0,0,0,100,448.56,16.7,322.88,16.64,321.15,15.41,322.59,20.88,64.57,69.28,254.23,101.54
6.58,93,1020.3,0.0,0.0,0.0,0,0,0,0.0,6.92,261.03,6.73,344.48,7.28,261.47,9.0,100.4,96.38,81.66,9.01
5.18,91,1020.7,0.0,0.0,0.0,0,0,0,0.0,7.9,239.93,2.62,344.05,8.89,238.24,7.92,85.64,85.18,91.36,539.61
6.24,88,1021.7,0.0,0.0,0.0,0,0,0,66.75,6.3,210.96,1.61,116.57,6.44,206.57,3.96,70.82,74.08,101.44,1368.86
10.04,73,1020.8,0.0,0.0,0.0,0,0,0,257.21,1.08,180.0,1.61,116.57,1.14,161.57,6.48,55.92,63.26,112.61,2016.65
13.07,58,1020.5,0.0,0.0,0.0,0,0,0,439.66,4.33,85.24,5.05,85.91,4.69,85.6,5.4,41.07,53.38,125.92,2460.12
15.44,45,1019.5,0.0,0.0,0.0,0,0,0,592.74,4.2,120.96,4.69,122.47,4.2,120.96,5.04,26.37,45.26,142.63,2711.39
17.56,35,1018.3,0.0,0.0,0.0,0,0,0,707.55,6.61,150.64,7.24,153.43,6.92,152.1,6.48,12.53,40.12,163.46,2777.91
18.97,30,1019.2,0.0,0.0,0.0,0,0,0,771.63,5.9,37.57,5.86,42.51,5.86,42.51,7.2,8.46,39.18,186.92,2692.1
19.94,29,1019.1,0.0,0.0,0.0,0,0,0,783.2,8.4,30.96,8.5,36.38,8.29,34.38,9.0,20.38,42.73,209.18,2411.57
20.44,27,1018.5,0.0,0.0,0.0,0,0,0,739.59,9.83,28.44,9.89,33.11,9.69,31.33,10.8,34.92,49.79,227.57,1944.1
20.52,27,1017.9,0.0,0.0,0.0,0,0,0,645.25,10.95,27.41,10.99,31.61,10.69,32.62,13.32,49.73,59.08,242.11,1001.97
20.29,27,1018.1,0.0,0.0,0.0,0,0,0,508.19,11.12,29.05,11.18,33.18,10.69,32.62,13.32,64.62,69.61,254.0,240.93
8.19,90,1022.7,0.0,0.0,0.0,0,0,0,0.0,15.99,172.23,33.14,162.94,18.45,174.4,25.92,100.16,96.49,82.09,11.4
8.61,92,1022.3,0.0,0.0,0.0,0,0,0,0.0,17.11,171.53,34.17,163.47,19.25,172.48,32.76,85.51,85.36,91.71,524.08
11.06,82,1022.5,0.0,0.0,0.0,0,0,0,63.19,18.89,172.33,30.93,167.91,19.25,172.48,29.16,70.7,74.27,101.81,1331.54
14.24,65,1022.8,0.0,0.0,0.0,0,0,0,249.2,22.25,170.69,27.47,169.43,22.61,170.84,27.72,55.79,63.48,112.98,1983.3
16.4,52,1022.4,0.0,0.0,0.0,0,0,0,429.87,22.73,169.05,26.05,168.85,22.73,169.05,25.2,40.92,53.63,126.3,2482.47
18.3,44,1022.1,0.0,0.0,0.0,0,0,0,580.28,22.03,168.69,24.57,169.02,22.03,168.69,23.04,26.19,45.57,142.98,2707.76
19.9,39,1021.8,0.0,0.0,0.0,0,0,0,695.09,21.61,169.44,23.44,169.38,21.54,170.38,16.2,12.25,40.48,163.72,2769.62
20.74,40,1022.5,0.0,0.0,0.0,0,0,0,761.84,16.62,175.03,17.31,176.42,16.24,176.19,11.88,8.2,39.57,187.0,2668.11
21.81,35,1022.4,0.0,0.0,0.0,0,0,0,774.3,13.04,173.66,13.36,175.36,13.0,175.24,9.36,20.35,43.12,209.1,2386.62
22.67,29,1022.1,0.0,0.0,0.0,0,0,0,732.47,9.89,169.51,9.83,171.57,9.47,171.25,7.2,34.94,50.16,227.38,1931.85
22.9,28,1021.0,0.0,0.0,0.0,0,0,0,639.02,7.17,162.47,7.17,162.47,7.17,162.47,6.12,49.77,59.43,241.88,914.83
22.86,28,1020.8,0.0,0.0,0.0,0,0,0,502.85,5.63,153.43,5.96,154.98,5.63,153.43,5.4,64.67,69.94,253.76,165.8
10.74,52,1022.8,0.0,0.0,0.0,0,0,0,0.0,10.01,217.69,11.72,227.49,10.59,215.31,10.08,99.8,96.5,82.62,8.99
10.28,53,1022.8,0.0,0.0,0.0,0,0,0,0.0,10.69,212.62,12.98,226.12,11.79,211.26,10.8,85.39,85.53,92.06,521.5
11.57,52,1023.0,0.0,0.0,0.0,0,0,0,61.41,9.73,218.99,13.04,230.6,10.51,218.05,10.08,70.57,74.47,102.17,1327.75
15.71,42,1022.7,0.0,0.0,0.0,0,0,0,249.2,6.13,220.24,11.44,241.82,5.9,217.57,6.84,55.66,63.69,113.36,1958.34
19.72,33,1022.5,0.0,0.0,0.0,0,0,0,430.76,5.77,273.58,6.48,270.0,6.12,270.0,6.48,40.78,53.89,126.68,2381.99
21.62,27,1021.0,0.0,0.0,0.0,0,0,0,582.06,6.88,317.12,6.62,315.0,6.11,315.0,6.48,26.02,45.87,143.34,2640.65
22.93,24,1020.6,0.0,0.0,0.0,0,0,0,696.87,7.99,324.16,7.49,324.78,6.99,325.49,8.28,11.98,40.84,163.98,2697.17
23.86,23,1020.7,0.0,0.0,0.0,0,0,0,757.39,8.91,316.64,7.9,316.85,7.39,316.97,11.88,7.95,39.97,187.08,2611.42
24.6,22,1020.3,0.0,0.0,0.0,0,0,0,768.07,8.44,320.19,7.93,320.53,7.42,320.91,11.52,20.32,43.51,209.01,2351.03
25.04,21,1020.0,0.0,0.0,0.0,0,0,0,725.35,9.96,319.4,9.45,319.64,8.71,321.71,12.96,34.96,50.54,227.2,1898.45
25.06,21,1019.2,0.0,0.0,0.0,0,0,0,631.01,11.3,322.77,10.8,323.13,10.09,325.18,12.24,49.81,59.78,241.66,855.43
24.64,21,1018.9,0.0,0.0,0.0,0,0,0,494.84,12.78,327.65,12.78,327.65,11.79,328.74,13.32,64.72,70.27,253.52,113.37
10.38,47,1019.8,0.0,0.0,0.0,0,0,0,0.0,8.59,213.02,3.24,270.0,9.2,210.58,3.96,99.7,96.71,82.96,9.49
10.07,47,1019.5,0.0,0.0,0.0,0,0,0,0.0,9.39,212.47,5.6,225.0,10.09,214.82,6.12,85.26,85.71,92.42,517.47
11.51,44,1020.3,0.0,0.0,0.0,0,0,0,58.74,9.73,218.99,10.51,231.95,10.2,222.14,9.72,70.45,74.66,102.53,1314.0
15.72,35,1019.1,0.0,0.0,0.0,0,0,0,245.64,6.3,210.96,12.86,252.07,5.32,208.3,12.6,55.53,63.91,113.73,1943.38
20.51,27,1018.2,0.0,0.0,0.0,0,0,0,427.2,7.99,277.77,10.24,280.12,9.06,276.84,11.88,40.64,54.14,127.06,2366.63
22.51,25,1017.3,0.0,0.0,0.0,0,0,0,577.61,14.18,293.96,15.04,291.04,13.91,291.25,16.92,25.85,46.18,143.69,2612.53
23.57,24,1016.2,0.0,0.0,0.0,0,0,0,690.64,15.78,297.15,15.79,294.23,14.33,295.28,18.72,11.71,41.2,164.23,2661.75
24.14,20,1017.5,0.0,0.0,0.0,0,0,0,758.28,12.54,320.83,12.03,321.07,11.3,322.77,15.12,7.71,40.36,187.16,2567.22
24.94,19,1017.2,0.0,0.0,0.0,0,0,0,768.96,12.74,317.29,12.48,316.17,11.48,318.81,15.12,20.3,43.9,208.92,2330.11
25.44,18,1016.8,0.0,0.0,0.0,0,0,0,725.35,14.26,312.95,14.02,311.88,12.98,313.88,15.48,34.99,50.91,227.02,1881.01
25.39,18,1015.8,0.0,0.0,0.0,0,0,0,630.12,16.32,311.42,16.56,312.36,15.28,313.09,17.28,49.86,60.13,241.44,780.37
24.88,18,1015.8,0.0,0.0,0.0,0,0,0,493.06,17.07,312.44,17.85,311.73,16.3,313.21,17.64,64.77,70.6,253.29,75.06
7.27,55,1017.3,0.0,0.0,0.0,0,0,0,0.0,6.62,202.38,9.57,289.8,8.21,195.26,13.32,99.45,96.81,83.41,9.25
7.66,50,1016.6,0.0,0.0,0.0,0,0,0,0.0,7.15,220.91,9.89,303.11,8.65,225.0,9.0,85.14,85.88,92.77,519.91
9.22,46,1016.5,0.0,0.0,0.0,0,0,0,56.96,4.33,265.24,14.84,320.91,5.41,273.81,13.68,70.33,74.86,102.89,1321.8
14.19,37,1015.8,0.0,0.0,0.0,0,0,0,243.86,8.21,344.74,12.18,341.03,9.39,355.6,14.4,55.4,64.13,114.1,1982.21
17.67,28,1015.3,0.0,0.0,0.0,0,0,0,423.64,12.9,337.01,14.65,332.18,13.38,336.19,18.0,40.5,54.4,127.43,2450.88
19.41,25,1014.3,0.0,0.0,0.0,0,0,0,571.38,14.17,332.78,14.69,329.04,13.85,332.1,19.44,25.68,46.48,144.04,2727.46
20.81,27,1014.1,0.0,0.0,0.0,0,0,0,686.19,15.0,329.74,15.38,327.43,14.2,329.53,20.52,11.45,41.56,164.48,2790.19
21.35,32,1014.4,0.0,0.0,0.0,0,0,0,752.94,19.41,319.51,20.39,317.86,18.63,318.92,23.76,7.48,40.75,187.24,2674.04
22.15,26,1014.1,0.0,0.0,0.0,0,0,0,765.4,21.17,318.45,22.16,316.97,20.39,317.86,24.84,20.29,44.29,208.84,2387.12
22.25,24,1014.4,0.0,0.0,0.0,0,0,0,720.01,21.99,320.31,22.96,318.81,21.2,319.82,25.2,35.02,51.28,226.84,1910.83
21.99,26,1013.4,0.0,0.0,0.0,0,0,0,621.22,22.04,321.63,23.28,320.65,21.25,321.19,25.56,49.9,60.48,241.22,726.44
21.41,28,1013.2,0.0,0.0,0.0,0,0,0,483.27,22.32,322.21,24.06,321.07,21.76,321.04,25.56,64.82,70.93,253.06,52.0
7.83,94,1017.6,0.0,0.0,9.3,31,0,0,0.0,5.5,328.39,12.07,349.7,5.82,338.2,15.84,98.6,96.44,84.26,15.22
7.45,94,1017.6,0.0,0.0,10.5,35,0,1,0.0,4.35,335.56,9.42,353.42,5.35,340.35,10.08,85.01,86.06,93.12,324.32
8.95,81,1018.3,0.0,0.0,9.3,31,0,0,59.63,4.9,342.9,9.53,349.11,5.63,333.43,13.68,70.21,75.05,103.25,1004.15
12.47,56,1018.0,0.0,0.0,9.0,30,0,0,246.53,10.08,360.0,11.57,354.64,10.5,354.09,19.8,55.27,64.34,114.48,1491.06
14.41,50,1018.1,0.0,0.0,8.4,28,0,0,421.86,13.91,10.44,14.62,9.93,13.49,9.21,20.88,40.36,54.66,127.81,2194.7
16.28,45,1017.4,0.0,0.0,8.4,28,0,0,565.15,14.59,15.75,15.03,16.7,13.9,16.56,17.28,25.52,46.79,144.38,2238.29
18.16,40,1016.3,0.0,0.0,7.5,25,0,0,671.95,13.66,18.43,13.66,18.43,12.86,17.93,15.12,11.2,41.92,164.72,2051.53
19.46,39,1017.8,0.0,0.0,5.4,18,0,0,725.35,15.78,34.78,16.42,37.87,15.7,36.61,17.64,7.25,41.15,187.32,2238.18
20.6,36,1017.5,0.0,0.0,9.9,33,0,0,733.36,14.9,37.15,15.35,39.29,14.62,38.0,16.56,20.28,44.69,208.76,1813.17
21.29,34,1016.9,0.0,0.0,16.8,56,0,0,689.75,13.48,34.11,13.61,37.48,12.89,35.91,14.4,35.05,51.65,226.66,1312.52
21.54,32,1016.3,0.0,0.0,27.0,58,27,0,599.86,12.73,28.74,12.9,30.14,12.1,30.38,12.6,49.95,60.82,241.0,570.72
21.3,33,1016.2,0.0,0.0,15.3,51,0,0,472.59,13.85,24.57,14.01,25.91,13.2,25.87,13.32,64.88,71.26,252.82,106.93
9.54,80,1019.7,0.0,0.0,0.0,0,0,0,0.0,5.86,227.49,1.84,168.69,6.79,237.99,3.24,98.86,96.93,84.37,18.32
9.21,81,1019.4,0.0,0.0,0.0,0,0,0,0.0,6.13,229.76,1.3,146.31,6.79,237.99,2.16,84.89,86.24,93.48,571.63
10.46,75,1019.9,0.0,0.0,0.0,0,0,0,50.73,5.4,233.13,0.72,90.0,6.44,243.43,6.48,70.09,75.25,103.6,1315.12
14.29,58,1019.1,0.0,0.0,0.0,0,0,0,231.4,0.8,333.43,1.14,18.43,1.02,315.0,8.64,55.16,64.57,114.84,1938.25
17.48,45,1018.9,0.0,0.0,0.0,0,0,0,410.29,7.79,33.69,8.44,39.81,7.7,37.41,9.0,40.23,54.91,128.18,2377.64
19.17,38,1018.0,0.0,0.0,0.0,0,0,0,559.81,10.14,27.47,10.5,30.96,10.0,30.26,11.52,25.37,47.1,144.72,2235.72
20.66,33,1017.4,0.0,0.0,0.0,0,0,0,671.95,11.77,23.43,12.07,26.57,11.59,25.77,13.68,10.95,42.28,164.97,2644.99
22.16,27,1018.6,0.0,0.0,59.0,0,59,0,724.46,14.66,24.68,14.97,27.18,14.01,25.91,18.0,7.04,41.54,187.4,2702.82
23.25,24,1018.1,0.0,0.0,46.0,0,46,0,734.25,13.71,29.93,14.08,32.47,13.58,32.01,18.36,20.28,45.08,208.67,2161.38
24.05,22,1017.6,0.0,0.0,39.0,0,39,0,694.2,13.58,32.01,14.19,35.71,13.39,36.25,17.28,35.09,52.02,226.48,914.48
24.39,21,1017.0,0.0,0.0,43.0,0,43,0,604.31,13.9,36.57,14.57,39.99,13.83,38.66,17.28,50.0,61.17,240.78,462.88
24.23,21,1016.8,0.0,0.0,46.0,0,46,0,472.59,13.78,40.76,14.76,45.0,14.0,43.96,14.76,64.93,71.59,252.59,77.38
9.97,49,1020.0,0.0,0.0,0.0,0,0,0,0.0,15.12,180.0,32.33,161.16,18.72,180.0,25.2,98.38,96.84,84.97,17.61
9.86,52,1020.0,0.0,0.0,0.0,0,0,0,0.0,15.48,181.33,32.31,165.81,19.08,180.0,25.2,84.76,86.42,93.83,505.02
12.55,46,1020.3,0.0,0.0,41.0,0,41,0,55.18,15.91,185.19,30.14,172.45,16.66,186.2,24.48,69.97,75.45,103.96,1294.27
